original_Nr. Matricola,original_Cod. Cli/For,original_RAGIONESOCIALE,original_Commessa,original_Cod. Dest.,original_H2DES,original_INDIRIZZO,original_CITTA,original_CAP,original_PROVINCIA,original_NAZIONE,original_LONG,original_LAT,original_Fatt-Fitt,lat,lon,formatted,name,housenumber,district,street,postcode,suburb,city,county,county_code,state,state_code,country,country_code,confidence,confidence_city_level,confidence_street_level,attribution,attribution_license,attribution_url
L291153,1201002634,GASPARINI INDUSTRIES SRL,L2105,,,VIA FABIO FILZI 33,ISTRANA,31036,TV,Italia,12.087946900,45.6691035,-2690,45.674711,12.095843,"Via Fabio Filzi, 33, 31036 Istrana TV, Italia",,33,Comune di Istrana,Via Fabio Filzi,31036,,Istrana,Treviso,TV,Veneto,VEN,Italia,it,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
L93699118,1201002635,C.L.M. SRL - IN LIQUIDAZIONE,LB060,,Linea LEM_93,C.DA SAN RUSTICO 26/B,RIPATRANSONE,63065,AP,Italia,13.758010812,42.97292348,509,42.9961784,13.7617959,"63065 Ripatransone, Italia",,,,,63065,,Ripatransone,Ascoli Piceno,AP,Marche,MAR,Italia,it,0.25,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
L290129,1201002635,C.L.M. SRL - IN LIQUIDAZIONE,L2086,,,C.DA SAN RUSTICO 26/B,RIPATRANSONE,63065,AP,Italia,13.758010812,42.97292348,-4720,42.9961784,13.7617959,"63065 Ripatransone, Italia",,,,,63065,,Ripatransone,Ascoli Piceno,AP,Marche,MAR,Italia,it,0.25,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
DV2300001,1201000577,VENETA STAMPI SRL,DV001,,Linea DINO,VIA PO' 85,CEGGIA,30022,VE,Italia,12.630377482,45.67738118,2825,,,,,,,,,,,,,,,,,,,,,,
DM0312029,1201000896,VETIMEC SOCIETA' COOPERATIVA,DM029,,,VIA CASTAGNINI 21,CALDERARA DI RENO,40012,BO,Italia,11.259907667,44.54995585,3554,44.5428171,11.2624457,"Via Angiolino Castagnini, 21, 40012 Calderara di Reno BO, Italia",,21,Unione Terre d'Acqua,Via Angiolino Castagnini,40012,,Calderara di Reno,Bologna,BO,Emilia-Romagna,EMI,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
LT1097012,1201002648,GENERALSTAMPI GROUP SRL,LT011,,Linea SIRIO_T,VIA DELL'INDUSTRIA 1-1/A,MONTE ROBERTO,60030,AN,Italia,13.183631285,43.48318051,-4009,43.4813499,13.1383781,"Monte Roberto, MAR, Italia",,,,,,,Monte Roberto,Ancona,AN,Marche,MAR,Italia,it,0.25,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
TM5011040,1201000155,OFFICINA PELLEGRINI SRL,TM040,,,VIA ARMAROLI 14/A,CALDERARA DI RENO,40012,BO,Italia,11.277464618,44.56506131,2194,,,,,,,,,,,,,,,,,,,,,,
DM0412025,1201001939,S P M SPA,DM025,1,,"VIA PATRIOTI, 36/38",CASTENEDOLO,25014,BS,Italia,10.286224812,45.47854455,2229,,,,,,,,,,,,,,,,,,,,,,
B95028,1201002663,OFFICINA MECCANICA SCHIATTI ANGELO SRL,4195,,Obsoleta,VIA ALLA PORADA 188,SEREGNO,20831,MB,Italia,9.187827459,45.66327605,-62,45.66327605,9.187827459349418,"Officina Meccanica Schiatti Angelo, Via alla Porada, 188, 20831 Seregno MB, Italia",Officina Meccanica Schiatti Angelo,188,Orcelletto,Via alla Porada,20831,Ceredo,Seregno,Monza e della Brianza,MB,Lombardia,LOM,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
B02125,1201002675,OFFICINA VITTORIA S.R.L.,SB085,,Linea SPAZIO,"VIA VISTARINO, 18",COPIANO,27010,PV,Italia,9.317604500,45.2020905,-3417,45.2020905,9.3176045,"Officina Vittoria SRL, Via Vistarino, 18, 27011 Copiano PV, Italia",Officina Vittoria SRL,18,,Via Vistarino,27011,,Copiano,Pavia,PV,Lombardia,LOM,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
VM1207012,1201000350,BENACCHIO SRL,VM012,,,VIA DELLE INDUSTRIE 98,CARTIGLIANO,36050,VI,Italia,11.692023006,45.69699371,-1396,45.699562,11.6920979,"Via delle Industrie, 98, 36050 Cartigliano VI, Italia",,98,Comune di Cartigliano,Via delle Industrie,36050,,Cartigliano,Vicenza,VI,Veneto,VEN,Italia,it,1,1,1,,,
B95033,1201002682,SPL INDUSTRIES SRL,4895,,Obsoleta,CONTRADA ROTONDO 10,TOLENTINO,62029,MC,Italia,13.343674137,43.22477218,-2182,,,,,,,,,,,,,,,,,,,,,,
TM3512049,1201002587,STAM SPA,TM049,,,VIA PIAVE 6,PONZANO VENETO,31050,TV,Italia,12.217391481,45.7036242,-2939,45.70362,12.2181758,"Via Piave, 6, 31050 Ponzano TV, Italia",,6,,Via Piave,31050,,Ponzano,Treviso,TV,Veneto,VEN,Italia,it,1,1,1,,,
L287055,1201002695,VBN SPA,L2045,,,VIA GALILEO GALILEI 45,SAN BIAGIO DI CALLALTA,31048,TV,Italia,12.366915200,45.679107,-3777,,,,,,,,,,,,,,,,,,,,,,
B96055,1201002696,ARTECNICA DI CARUSO SALVATORE,SB015,1,Linea SPAZIO,"STRADA FANTASIA, 73",LEINI,10040,TO,Italia,7.715711306,45.15808261,-3971,,,,,,,,,,,,,,,,,,,,,,
B02124,1201002701,IMS DELTAMATIC S.P.A.,SB084,,Linea SPAZIO,"VIA BERETTA, 25",CALCINATE,24050,BG,Italia,9.780281099,45.62010096,2494,45.6203026,9.780223,"Via Cavaliere Angelo Beretta, 25, 24050 Calcinate BG, Italia",,25,,Via Cavaliere Angelo Beretta,24050,,Calcinate,Bergamo,BG,Lombardia,LOM,Italia,it,0.9,1,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
L93702151,1201001486,COMECS SRL,LB094,1,Linea LEM_93,"VIA SAN PIO X, 54/56",SAN VENDEMIANO,31020,TV,Italia,12.321063700,45.88502188,1718,,,,,,,,,,,,,,,,,,,,,,
L93698098,1201002414,C.S.D. SRL,LB040,,Linea LEM_93,VIA SOMMARIVA 39/6,CARMAGNOLA,10022,TO,Italia,7.738100185,44.84553884,3098,,,,,,,,,,,,,,,,,,,,,,
DM0612031,1201001068,FRANCI SRL,DM031,1,,VIA ALLE FORNACI 27,VALMADRERA,23968,LC,Italia,9.360226851,45.8403161,-3910,45.83823,9.361955,"Via Fornaci, 27, 23968 Valmadrera LC, Italia",,27,Comune di Valmadrera,Via Fornaci,23968,,Valmadrera,Lecco,LC,Lombardia,LOM,Italia,it,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
RV2012069,1201001757,POZZAN STAMPI SRL,RV069,,,VIA S. LORENZO 35,CARRE',36010,VI,Italia,11.464760142,45.73374554,-4316,45.734017,11.46444,"Via San Lorenzo, 35, 36010 Comune di Carrè VI, Italia",,35,,Via San Lorenzo,36010,,Comune di Carrè,Vicenza,VI,Veneto,VEN,Italia,it,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
SV1712052,1201002580,INDUSTRIA DE MATRIZES BELGA LTDA,SV052,,,"BR116, KM145, N. 14494 C.P.749",CAXIAS DO SUL,95059-520,,Brasile,-51.130577878,-29.13601599,4941,-29.166194,-51.224496,"Caxias Do Sul (Caxias do Sul), South, Brasile",,,Caxias Do Sul,,,,Caxias do Sul,Rio Grande do Sul,,South,,Brasile,br,0.5,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
L58613,1201002738,METALTEK SRL,L5006,,,"VIA FRANCESCO VECCHIACCHI, 52",FILICAIA CAMPORGIANO,55031,LU,Italia,10.369640378,44.13575787,1419,,,,,,,,,,,,,,,,,,,,,,
AM1202049,1201002755,BOMBARDIERI SPA,RR009,1,Resi Rivenduti,"VIA NOSARI, 3",GANDINO,24024,BG,Italia,9.894303201,45.80978346,40,45.809975,9.894149,"Via G. Nosari, 3, 24024 Gandino BG, Italia",,3,Comune di Gandino,Via G. Nosari,24024,,Gandino,Bergamo,BG,Lombardia,LOM,Italia,it,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
B98090,1201002761,TECO SRL,SB050,,Linea SPAZIO,VIA DELL'INDUSTRIA 21,FREGONA,31010,TV,Italia,12.347055900,45.9823216,2541,,,,,,,,,,,,,,,,,,,,,,
LM0498029,1201002763,OMER ECOLOGY SRL -UNIPERSONALE,LM030,,Linea SIRIO_M,VIA P.O. NICOLINI 14,ROSA',36027,VI,Italia,11.754712890,45.72740684,2067,45.7274511,11.7557284,"Via Padre Odone Nicolini, 36027 Rosà VI, Italia",Via Padre Odone Nicolini,,,Via Padre Odone Nicolini,36027,Carpellina,Rosà,Vicenza,VI,Veneto,VEN,Italia,it,0.45,1,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
TM5012052,1201002667,R.M. SRL,TM052,,,VIA PALONA 28/C,CASTELVETRO DI MODENA,41014,MO,Italia,10.949888700,44.5000384,-1952,,,,,,,,,,,,,,,,,,,,,,
L93602161,1201002765,OFFICINE DRAG SRL,LB104,,Linea LEM_93,CONTRADA MATTONATA 57/B,RECANATI,62019,MC,Italia,13.523264700,43.3776324,-1035,,,,,,,,,,,,,,,,,,,,,,
L93601150,1201002762,MURGESI SRL,LB093,,Linea LEM_93,S.P. 230 KM 32 + 150,SPINAZZOLA,76014,BT,Italia,16.107307246,40.95520263,1892,40.963438,16.093968,"76014 Comune di Spinazzola (Spinazzola), Italia",,,Comune di Spinazzola,,76014,,Spinazzola,Provincia di Barletta-Andria-Trani,,Puglia,PUG,Italia,it,0.5,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
VT2512012,1201002497,DANIELI & C. OFFICINE MECCANICHE SPA,VT012,,,VIA NAZIONALE 41,BUTTRIO,33042,UD,Italia,13.338555000,46.0046039,-2718,46.004604,13.338555,"Via Nazionale, 41, 33042 Buttrio Udine, Italia",,41,Comune di Buttrio,Via Nazionale,33042,,Buttrio,Udine,UD,Friuli-Venezia Giulia,,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
VT2512011,1201002497,DANIELI & C. OFFICINE MECCANICHE SPA,VT011,,,VIA NAZIONALE 41,BUTTRIO,33042,UD,Italia,13.338555000,46.0046039,3702,46.004604,13.338555,"Via Nazionale, 41, 33042 Buttrio Udine, Italia",,41,Comune di Buttrio,Via Nazionale,33042,,Buttrio,Udine,UD,Friuli-Venezia Giulia,,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
LM0606159,1201002774,F.LLI CANTARELLI SRL,LM156,,,VIA SAN LAZZARO 20/A,NOCETO,43015,PR,Italia,10.161291296,44.80762599,-336,44.8076203,10.1613356,"Via San Lazzaro di Noceto, 20a, 43015 Noceto PR, Italia",,20a,,Via San Lazzaro di Noceto,43015,,Noceto,Parma,PR,Emilia-Romagna,EMI,Italia,it,0.855,1,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
AM129304,1201002774,F.LLI CANTARELLI SRL,AMO02,,,VIA SAN LAZZARO 20/A,NOCETO,43015,PR,Italia,10.161291296,44.80762599,-1285,44.8076203,10.1613356,"Via San Lazzaro di Noceto, 20a, 43015 Noceto PR, Italia",,20a,,Via San Lazzaro di Noceto,43015,,Noceto,Parma,PR,Emilia-Romagna,EMI,Italia,it,0.855,1,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
LM0602103,1201002774,F.LLI CANTARELLI SRL,LM104,,Linea SIRIO_M,VIA SAN LAZZARO 20/A,NOCETO,43015,PR,Italia,10.161291296,44.80762599,-3279,44.8076203,10.1613356,"Via San Lazzaro di Noceto, 20a, 43015 Noceto PR, Italia",,20a,,Via San Lazzaro di Noceto,43015,,Noceto,Parma,PR,Emilia-Romagna,EMI,Italia,it,0.855,1,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
LM0697008,1201002774,F.LLI CANTARELLI SRL,LM008,,Linea SIRIO_M,VIA SAN LAZZARO 20/A,NOCETO,43015,PR,Italia,10.161291296,44.80762599,-888,44.8076203,10.1613356,"Via San Lazzaro di Noceto, 20a, 43015 Noceto PR, Italia",,20a,,Via San Lazzaro di Noceto,43015,,Noceto,Parma,PR,Emilia-Romagna,EMI,Italia,it,0.855,1,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
LT1599015,1201002774,F.LLI CANTARELLI SRL,LT014,,Linea SIRIO_T,VIA SAN LAZZARO 20/A,NOCETO,43015,PR,Italia,10.161291296,44.80762599,1263,44.8076203,10.1613356,"Via San Lazzaro di Noceto, 20a, 43015 Noceto PR, Italia",,20a,,Via San Lazzaro di Noceto,43015,,Noceto,Parma,PR,Emilia-Romagna,EMI,Italia,it,0.855,1,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
B02127,1201002801,TERMO STAMPI S.A.S DI TERRAROLI MAURIZIO,SB087,,Linea SPAZIO,VIA OLIVETTI 13/A LOC.CURVIONE,REZZATO,25086,BS,Italia,10.307519629,45.50071606,4323,45.508127,10.312876,"Via Dino Girardi, 13, 25086 Comune di Rezzato BS, Italia",,13,Comune di Rezzato,Via Dino Girardi,25086,,Comune di Rezzato,Brescia,BS,Lombardia,LOM,Italia,it,0.25909090909090904,1,0.2727272727272727,© OpenAddresses contributors,BSD-3-Clause License,
DM0513047,1201002275,S.TI.P. S.R.L.,DM047,,,VIA LAZIO 24 Z.I. SCHIO 1,SANTORSO,36014,VI,Italia,11.397885415,45.72339044,4359,,,,,,,,,,,,,,,,,,,,,,
SV1713056,1201002731,STATMEC SRL,SV056,,,VIA A. VOLTA 14,TEOLO,35037,PD,Italia,11.719533081,45.38932629,-2727,45.389173,11.719491,"Via Alessandro Volta, 14, 35037 Comune di Teolo PD, Italia",,14,,Via Alessandro Volta,35037,,Comune di Teolo,Padova,PD,Veneto,VEN,Italia,it,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
DM0413037,1201002591,MULTARI DAVIDE SRL UNIPERSONALE,DM037,,,VIALE E. MATTEI 10,MAZZANO,25080,BS,Italia,10.348773144,45.51122419,4106,45.511141,10.348606,"Viale Enrico Mattei, 10, 25080 Comune di Mazzano BS, Italia",,10,,Viale Enrico Mattei,25080,,Comune di Mazzano,Brescia,BS,Lombardia,LOM,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SV1712049,1201002723,AEROMATRIZES,SV049,,,"BR, 116KM, 148, NR. 17307",CAXIAS DO SUL,95055-180,,Brasile,-51.152559942,-29.15637932,-1375,-29.166194,-51.224496,"Caxias Do Sul (Caxias do Sul), South, Brasile",,,Caxias Do Sul,,,,Caxias do Sul,Rio Grande do Sul,,South,,Brasile,br,0.25,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
KM1613012,1201002650,C.P.S. SRL,KM012,2,,"VIA NUOVA CONSORTILE, 24",FISCIANO,84084,SA,Italia,14.772566956,40.78853553,4475,40.7887,14.773841,"Via Nuova Strada Consortile, 24, 84084 Comune di Fisciano SA, Italia",,24,,Via Nuova Strada Consortile,84084,,Comune di Fisciano,Salerno,SA,Campania,CAM,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
GM0813095,1201002665,PERSICO SPA,GM095,1,,VIA MARCONI 7 - BLOCCO 5,NEMBRO,24027,BG,Italia,9.765174371,45.74197863,2047,45.744722,9.7621629,"Via Guglielmo Marconi, 7, 24027 Nembro BG, Italia",,7,Comune di Nembro,Via Guglielmo Marconi,24027,,Nembro,Bergamo,BG,Lombardia,LOM,Italia,it,1,1,1,,,
GM0613098,1201002665,PERSICO SPA,GM098,1,,VIA MARCONI 7 - BLOCCO 5,NEMBRO,24027,BG,Italia,9.765174371,45.74197863,4737,45.744722,9.7621629,"Via Guglielmo Marconi, 7, 24027 Nembro BG, Italia",,7,Comune di Nembro,Via Guglielmo Marconi,24027,,Nembro,Bergamo,BG,Lombardia,LOM,Italia,it,1,1,1,,,
XM1210062,1201002834,OFFICINE DAL ZOTTO SRL UNIPERSONALE,XM053,,,VIA GRUMOLO 10,ARSIERO,36011,VI,Italia,11.371934400,45.8034627,155,,,,,,,,,,,,,,,,,,,,,,
L291157,1201000146,ACQUA MINERALE SAN BENEDETTO SPA,L2108,,,VIALE KENNEDY 65,SCORZE',30037,VE,Italia,12.109438825,45.58020677,4841,45.5805569,12.110192,"Viale Kennedy, 65, 33037 Scorzè VE, Italia",,65,Comune di Scorzè,Viale Kennedy,33037,,Scorzè,Venezia,VE,Veneto,VEN,Italia,it,1,1,1,,,
L93500126,1201002838,DALLAN SPA,LB068,1,Linea LEM_93,"VIA DELLA COOPERAZIONE, 23",CASTELFRANCO VENETO,31033,TV,Italia,11.960294200,45.6764062,-4562,,,,,,,,,,,,,,,,,,,,,,
TM3513055,1201002795,BRAVO INOX SRL,TM055,,,VIA I MAGGIO 14,MONTECCHIO MAGGIORE,36075,VI,Italia,11.413912100,45.4857846,-1446,,,,,,,,,,,,,,,,,,,,,,
B95018,1201002840,DE ROSSI STAMPI SRL UNINOMINALE,7294,,Obsoleta,VIA VILLATEGA 21,SALZANO,30030,VE,Italia,12.083126300,45.5292662,4974,,,,,,,,,,,,,,,,,,,,,,
AM1808114,1201002806,F.O.M.A.P. S.R.L.,AM094,,,VIA STRADETTA 24,PETRIGNANO D'ASSISI,6081,PG,Italia,12.528413341,43.10022449,-1197,43.099965,12.528677,"Via Stradetta, 24, 06081 Petrignano PG, Italia",,24,Comune di Assisi,Via Stradetta,06081,,Petrignano,Perugia,PG,Umbria,UMB,Italia,it,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
VM0607022,1201002846,SIDERFORGEROSSI GROUP SPA,VM022,2,,"VIA ROLANDO PERINO, 37",BUSANO,10080,TO,Italia,7.666001198,45.32965079,2292,45.3292734,7.6647554,"Via Rolando Perino, 37, 10080 Busano Torino, Italia",,37,Busano,Via Rolando Perino,10080,,Busano,Torino,TO,Piemonte,PIE,Italia,it,1,1,1,,,
AM1007099,1201002846,SIDERFORGEROSSI GROUP SPA,AM079,3,,"VIA DELLA TECNICA, 26",VELO D'ASTICO,36010,VI,Italia,11.382100700,45.7956158,3339,,,,,,,,,,,,,,,,,,,,,,
L93497091,1201002846,SIDERFORGEROSSI GROUP SPA,LB033,2,Linea LEM_93,"VIA ROLANDO PERINO, 37",BUSANO,10080,TO,Italia,7.666001198,45.32965079,3735,45.3292734,7.6647554,"Via Rolando Perino, 37, 10080 Busano Torino, Italia",,37,Busano,Via Rolando Perino,10080,,Busano,Torino,TO,Piemonte,PIE,Italia,it,1,1,1,,,
L93595044,1201002846,SIDERFORGEROSSI GROUP SPA,2395,1,Obsoleta,VIA M. SCHIRO 2,COGOLLO DEL CENGIO,36010,VI,Italia,11.383119369,45.79956979,878,45.797874,11.386632,"Via Mario Schiro, 2, 36010 Cogollo del Cengio VI, Italia",,2,,Via Mario Schiro,36010,,Cogollo del Cengio,Vicenza,VI,Veneto,VEN,Italia,it,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
RV1503016,1201000350,BENACCHIO SRL,RV016,,Linea RAID,VIA DELLE INDUSTRIE 98,CARTIGLIANO,36050,VI,Italia,11.692023006,45.69699371,-3216,45.699562,11.6920979,"Via delle Industrie, 98, 36050 Cartigliano VI, Italia",,98,Comune di Cartigliano,Via delle Industrie,36050,,Cartigliano,Vicenza,VI,Veneto,VEN,Italia,it,1,1,1,,,
L58725,1201002869,OFFICINE D.S.B. SRL,L5008,,,VIA E. FERMI 1/A,VALDAGNO,36078,VI,Italia,11.308632347,45.63869009,3548,,,,,,,,,,,,,,,,,,,,,,
SV1713054,1201002796,"SIMPLAC - TEC. MEC., LDA",SV054,,,RUA DOS 5 CAMINHOS LOTE 13,FREIXIEIRO SANTO TIRSO,4780-382,,Portogallo,-8.501577438,41.35067527,3311,41.35034,-8.503397,"Rua dos 5 Caminhos, Santo Tirso, Portogallo",,,"St. Tirso, Couto (S. Cristina e S. Miguel) e Burgães",Rua dos 5 Caminhos,,,Santo Tirso,,,Oporto,,Portogallo,pt,0.33333333333333337,0.6666666666666667,0.6666666666666667,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SV1713058,1201002773,"SOCEM MS, LDA",SV058,,,RUA DO BREJO 8,MARTINGANCA,2445-719,,Portogallo,-8.945967917,39.68482246,-3617,39.6845352,-8.9468045,"Rua do Brejo, 2445-589 Alcobaça, Portogallo",Rua do Brejo,,Pataias e Martingança,Rua do Brejo,2445-589,,Alcobaça,Leiria,,,,Portogallo,pt,0.81,0.9,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
DM0413048,1201002367,C.D.V. STAMPI SRL,DM048,,,VIA PER CADREZZATE 10,BREBBIA,21020,VA,Italia,8.646321719,45.82278008,-1826,45.82247,8.646496,"Via Per Cadrezzate, 10, 21020 Brebbia VA, Italia",,10,Comune di Besozzo,Via Per Cadrezzate,21020,,Brebbia,Varese,VA,Lombardia,LOM,Italia,it,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
L93595052,1201002682,SPL INDUSTRIES SRL,4595,,Obsoleta,CONTRADA ROTONDO 10,TOLENTINO,62029,MC,Italia,13.343674137,43.22477218,-1279,,,,,,,,,,,,,,,,,,,,,,
VM0813073,1201002688,SARACCHI SRL,VM073,,,VIA M. ORTIGARA 5,VITTUONE,20010,MI,Italia,8.942198342,45.48429036,1638,45.4842607,8.9424885,"Via Ortigara, 5, 20010 Vittuone MI, Italia",,5,Comune di Vittuone,Via Ortigara,20010,,Vittuone,Milano,MI,Lombardia,LOM,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
L292186,1201002879,NICHELE FRATELLI SNC,2055,1,,VIA TOALDO,MOLVENA,36060,VI,Italia,11.622365182,45.73538216,1566,45.7353113,11.6224934,"Via Professor Toaldo, 36064 Villa di Molvena VI, Italia",Via Professor Toaldo,,,Via Professor Toaldo,36064,,Villa di Molvena,Vicenza,VI,Veneto,VEN,Italia,it,0.81,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
GM1013102,1201001177,CONTINUUS-PROPERZI SPA,GM102,,,VIA EMILIA KM 30,SORDIO,26858,LO,Italia,9.359964200,45.3426182,2010,45.3426182,9.3599642,"Via Emilia, 26858 Sordio LO, Italia",Via Emilia,,,Via Emilia,26858,,Sordio,Lodi,LO,Lombardia,LOM,Italia,it,0.6666666666666667,1,0.6666666666666667,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
B94012,1201002887,HARDWARE SRL A SOCIO UNICO,5294,1,Obsoleta,VIA AQUILEIA 60 S.S. 305,CORMONS,34071,GO,Italia,13.443750780,45.94320782,-1826,45.9432187,13.4437623,"Via Aquileia, 60, 34071 Cormons Gorizia, Italia",,60,,Via Aquileia,34071,,Cormons,Gorizia,GO,Friuli-Venezia Giulia,,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
VM0814080,1201002830,DOPPELMAYR ITALIA SRL,VM080,,,VIA PETER ANICH 14 ZONA INDUST,LANA,39011,BZ,Italia,11.171909998,46.62983243,2533,46.6297413,11.171888,"Via Peter Anich, 14, 39011 Lana BZ, Italia",,14,,Via Peter Anich,39011,Zona industriale Lana,Lana,Bolzano,BZ,Trentino-Alto Adige,TRE,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
LM0400059,1201002889,F & A SRL,LM060,,Linea SIRIO_M,VIA DEL PROGRESSO 25,CASTELGOMBERTO,36070,VI,Italia,11.387573211,45.56866115,-2475,,,,,,,,,,,,,,,,,,,,,,
VM0413075,1201002762,MURGESI SRL,VM075,,,S.P. 230 KM 32 + 150,SPINAZZOLA,76014,BT,Italia,16.107307246,40.95520263,2910,40.963438,16.093968,"76014 Comune di Spinazzola (Spinazzola), Italia",,,Comune di Spinazzola,,76014,,Spinazzola,Provincia di Barletta-Andria-Trani,,Puglia,PUG,Italia,it,0.5,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
VM0614084,1201002161,LAMEC SRL,VM084,,,VIA MONSIGNOR RODOLFI 7,SAN ZENO DI CASSOLA,36022,VI,Italia,11.758357646,45.75375684,757,45.753966,11.758381,"Via Mons. Ferdinando Rodolfi, 7, 36022 San Giuseppe VI, Italia",,7,Comune di Cassola,Via Mons. Ferdinando Rodolfi,36022,,San Giuseppe,Vicenza,VI,Veneto,VEN,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
RM2213016,1201002650,C.P.S. SRL,RM016,2,,"VIA NUOVA CONSORTILE, 24",FISCIANO,84084,SA,Italia,14.772566956,40.78853553,18,40.7887,14.773841,"Via Nuova Strada Consortile, 24, 84084 Comune di Fisciano SA, Italia",,24,,Via Nuova Strada Consortile,84084,,Comune di Fisciano,Salerno,SA,Campania,CAM,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SV1706030,1201001919,GRUPPO IDEAL STAMPI SRL,SV030,,Linea STINGER,VIA SILVIO PELLICO 41/A,CHIARI,25032,BS,Italia,9.922999200,45.5340547,-2968,,,,,,,,,,,,,,,,,,,,,,
L93694030,1201002913,CR MECCANICA SNC,6894,,Obsoleta,VIA MONTE VETTORE N.2,OSIMO,60027,AN,Italia,13.398720145,43.48693804,1611,43.48691,13.3986418,"Cr Meccanica, Via Monte Vettore, 2, 60027 Osimo AN, Italia",Cr Meccanica,2,,Via Monte Vettore,60027,,Osimo,Ancona,AN,Marche,MAR,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
B02020LML,1201002918,MT SRL,SI022,,(Linea SPAZIO_LML),VIA CENTENARO 130,LONATO DEL GARDA,25017,BS,Italia,10.539430400,45.4278861,4789,45.428049,10.548041,"Via Centenaro, 130, 25017 Lonato del Garda BS, Italia",,130,,Via Centenaro,25017,,Lonato del Garda,Brescia,BS,Lombardia,LOM,Italia,it,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
TM4212045,1201002876,COPLAST S.R.L.,TM045,,,"VIA LEONARDO DA VINCI, 5/7",COSTABISSARA,36030,VI,Italia,11.502820496,45.59143194,-1637,,,,,,,,,,,,,,,,,,,,,,
VM0614082,1201002527,PIANA GHERARDO SRL,VM082,,,Z.I. MADONNA DEL MORO,UMBERTIDE,6019,PG,Italia,12.336991481,43.2983038,1891,43.304009,12.335154,"6019 Comune di Umbertide (Umbertide), Italia",,,Comune di Umbertide,,6019,,Umbertide,Perugia,PG,Umbria,UMB,Italia,it,0.5,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
VM0611052,1201002920,EMME 5 SRL,VM052,1,,VIA G. GALILEI,TORRE DI MOSTO,30020,VE,Italia,12.687245994,45.7031751,4505,45.702581,12.688744,"Via Galileo Galilei, 30020 Comune di Torre di Mosto VE, Italia",,,,Via Galileo Galilei,30020,,Comune di Torre di Mosto,Venezia,VE,Veneto,VEN,Italia,it,0.9,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
